css_var,mode,layer,source_file,derivation,depends_on,alpha_only
--bs-gradient,any,bootstrap-core,src/scss/bootstrap/mixins/_buttons.scss,none,,False
--bs-form-select-bg-icon,any,bootstrap-core,src/scss/bootstrap/mixins/_forms.scss,escape-svg($icon),icon,False
--bs-table-color,any,bootstrap-core,src/scss/bootstrap/mixins/_table-variants.scss,alias: color,color,False
--bs-table-bg,any,bootstrap-core,src/scss/bootstrap/mixins/_table-variants.scss,alias: background,background,False
--bs-table-border-color,any,bootstrap-core,src/scss/bootstrap/mixins/_table-variants.scss,alias: table-border-color,table-border-color,False
--bs-table-striped-bg,any,bootstrap-core,src/scss/bootstrap/mixins/_table-variants.scss,alias: striped-bg,striped-bg,False
--bs-table-striped-color,any,bootstrap-core,src/scss/bootstrap/mixins/_table-variants.scss,contrast($striped-bg),striped-bg,False
--bs-table-active-bg,any,bootstrap-core,src/scss/bootstrap/mixins/_table-variants.scss,alias: active-bg,active-bg,False
--bs-table-active-color,any,bootstrap-core,src/scss/bootstrap/mixins/_table-variants.scss,contrast($active-bg),active-bg,False
--bs-table-hover-bg,any,bootstrap-core,src/scss/bootstrap/mixins/_table-variants.scss,alias: hover-bg,hover-bg,False
--bs-table-hover-color,any,bootstrap-core,src/scss/bootstrap/mixins/_table-variants.scss,contrast($hover-bg),hover-bg,False
--bs-accordion-flush-btn-box-shadow,any,mdbootstrap,src/scss/free/_accordion.scss,alias: accordion-flush-button-box-shadow,accordion-flush-button-box-shadow,False
--bs-accordion-borderless-btn-bg,any,mdbootstrap,src/scss/free/_accordion.scss,alias: accordion-borderless-button-bgc,accordion-borderless-button-bgc,False
--bs-accordion-borderless-btn-color,any,mdbootstrap,src/scss/free/_accordion.scss,alias: accordion-borderless-button-color,accordion-borderless-button-color,False
--bs-breadcrumb-item-color,any,mdbootstrap,src/scss/free/_breadcrumb.scss,alias: breadcrumb-item-color,breadcrumb-item-color,False
--bs-breadcrumb-item-hover-color,any,mdbootstrap,src/scss/free/_breadcrumb.scss,alias: breadcrumb-item-hover-color,breadcrumb-item-hover-color,False
--bs-breadcrumb-item-before-color,any,mdbootstrap,src/scss/free/_breadcrumb.scss,alias: breadcrumb-item-before-color,breadcrumb-item-before-color,False
--bs-btn-box-shadow,any,mdbootstrap,src/scss/free/_button-group.scss,alias: btn-box-shadow,btn-box-shadow,False
--bs-btn-hover-box-shadow,any,mdbootstrap,src/scss/free/_button-group.scss,alias: btn-hover-box-shadow,btn-hover-box-shadow,False
--bs-btn-focus-box-shadow,any,mdbootstrap,src/scss/free/_button-group.scss,alias: btn-focus-box-shadow,btn-focus-box-shadow,False
--bs-btn-active-box-shadow,any,mdbootstrap,src/scss/free/_button-group.scss,alias: btn-active-box-shadow,btn-active-box-shadow,False
--bs-btn-border-color,any,mdbootstrap,src/scss/free/_buttons.scss,none,,False
--bs-btn-box-shadow,any,mdbootstrap,src/scss/free/_buttons.scss,alias: btn-box-shadow,btn-box-shadow,False
--bs-btn-hover-box-shadow,any,mdbootstrap,src/scss/free/_buttons.scss,alias: btn-hover-box-shadow,btn-hover-box-shadow,False
--bs-btn-focus-box-shadow,any,mdbootstrap,src/scss/free/_buttons.scss,alias: btn-focus-box-shadow,btn-focus-box-shadow,False
--bs-btn-active-box-shadow,any,mdbootstrap,src/scss/free/_buttons.scss,alias: btn-active-box-shadow,btn-active-box-shadow,False
--bs-btn-box-shadow-state,any,mdbootstrap,src/scss/free/_buttons.scss,transparent,,False
--bs-btn-box-shadow-state,any,mdbootstrap,src/scss/free/_buttons.scss,"$btn-contextual-box-shadow-state-first-part rgba(shade($value, $btn-hover-bg-shade-amount), 0.3), $btn-contextual-box-shadow-state-second-part rgba(shade($value, $btn-hover-bg-shade-amount), 0.2)",btn-contextual-box-shadow-state-first-part|btn-contextual-box-shadow-state-second-part|btn-hover-bg-shade-amount|value,False
--bs-btn-outline-border-color,any,mdbootstrap,src/scss/free/_buttons.scss,"tint($primary, $btn-secondary-bg-tint-amount)",btn-secondary-bg-tint-amount|primary,False
--bs-btn-outline-focus-border-color,any,mdbootstrap,src/scss/free/_buttons.scss,"shade( tint($primary, $btn-secondary-bg-tint-amount), $btn-focus-bg-shade-amount )",btn-focus-bg-shade-amount|btn-secondary-bg-tint-amount|primary,False
--bs-btn-outline-hover-border-color,any,mdbootstrap,src/scss/free/_buttons.scss,"shade( tint($primary, $btn-secondary-bg-tint-amount), $btn-hover-bg-shade-amount )",btn-hover-bg-shade-amount|btn-secondary-bg-tint-amount|primary,False
--bs-btn-outline-border-color,any,mdbootstrap,src/scss/free/_buttons.scss,alias: value,value,False
--bs-btn-outline-focus-border-color,any,mdbootstrap,src/scss/free/_buttons.scss,"shade( $value, $btn-outline-focus-bg-shade-amount )",btn-outline-focus-bg-shade-amount|value,False
--bs-btn-outline-hover-border-color,any,mdbootstrap,src/scss/free/_buttons.scss,"shade( $value, $btn-outline-hover-bg-shade-amount )",btn-outline-hover-bg-shade-amount|value,False
--bs-btn-outline-border-color,any,mdbootstrap,src/scss/free/_buttons.scss,"tint($primary, 50%)",primary,False
--bs-btn-outline-focus-border-color,any,mdbootstrap,src/scss/free/_buttons.scss,"shade( tint($primary, 50%), $btn-focus-bg-shade-amount )",btn-focus-bg-shade-amount|primary,False
--bs-btn-outline-hover-border-color,any,mdbootstrap,src/scss/free/_buttons.scss,"shade( tint($primary, 50%), $btn-hover-bg-shade-amount )",btn-hover-bg-shade-amount|primary,False
--bs-btn-color,any,mdbootstrap,src/scss/free/_buttons.scss,alias: btn-link-color,btn-link-color,False
--bs-btn-hover-color,any,mdbootstrap,src/scss/free/_buttons.scss,alias: btn-link-hover-color,btn-link-hover-color,False
--bs-btn-hover-bg,any,mdbootstrap,src/scss/free/_buttons.scss,alias: btn-link-hover-bg,btn-link-hover-bg,False
--bs-btn-focus-color,any,mdbootstrap,src/scss/free/_buttons.scss,alias: btn-link-focus-color,btn-link-focus-color,False
--bs-btn-active-color,any,mdbootstrap,src/scss/free/_buttons.scss,alias: btn-link-active-color,btn-link-active-color,False
--bs-btn-disabled-color,any,mdbootstrap,src/scss/free/_buttons.scss,alias: btn-link-disabled-color,btn-link-disabled-color,False
--bs-btn-box-shadow,any,mdbootstrap,src/scss/free/_buttons.scss,none,,False
--bs-btn-color,any,mdbootstrap,src/scss/free/_buttons.scss,alias: btn-link-color,btn-link-color,False
--bs-btn-hover-color,any,mdbootstrap,src/scss/free/_buttons.scss,alias: btn-link-hover-color,btn-link-hover-color,False
--bs-btn-hover-bg,any,mdbootstrap,src/scss/free/_buttons.scss,transparent,,False
--bs-btn-focus-color,any,mdbootstrap,src/scss/free/_buttons.scss,alias: btn-link-focus-color,btn-link-focus-color,False
--bs-btn-active-color,any,mdbootstrap,src/scss/free/_buttons.scss,alias: btn-link-active-color,btn-link-active-color,False
--bs-btn-disabled-color,any,mdbootstrap,src/scss/free/_buttons.scss,alias: btn-link-disabled-color,btn-link-disabled-color,False
--bs-btn-box-shadow,any,mdbootstrap,src/scss/free/_buttons.scss,none,,False
--bs-btn-bg,any,mdbootstrap,src/scss/free/_buttons.scss,"tint($primary, 60%)",primary,False
--bs-btn-hover-bg,any,mdbootstrap,src/scss/free/_buttons.scss,"tint($primary, 50%)",primary,False
--bs-btn-focus-bg,any,mdbootstrap,src/scss/free/_buttons.scss,"tint($primary, 50%)",primary,False
--bs-btn-active-bg,any,mdbootstrap,src/scss/free/_buttons.scss,"tint($primary, 50%)",primary,False
--bs-btn-color,any,mdbootstrap,src/scss/free/_buttons.scss,alias: secondary,secondary,False
--bs-btn-hover-color,any,mdbootstrap,src/scss/free/_buttons.scss,"tint($secondary, 30%)",secondary,False
--bs-btn-hover-bg,any,mdbootstrap,src/scss/free/_buttons.scss,"shade($secondary, 60%)",secondary,False
--bs-btn-focus-color,any,mdbootstrap,src/scss/free/_buttons.scss,"tint($secondary, 30%)",secondary,False
--bs-btn-active-color,any,mdbootstrap,src/scss/free/_buttons.scss,"tint($secondary, 30%)",secondary,False
--bs-btn-color,any,mdbootstrap,src/scss/free/_buttons.scss,alias: secondary,secondary,False
--bs-btn-hover-color,any,mdbootstrap,src/scss/free/_buttons.scss,"tint($secondary, 30%)",secondary,False
--bs-btn-focus-color,any,mdbootstrap,src/scss/free/_buttons.scss,"tint($secondary, 30%)",secondary,False
--bs-btn-active-color,any,mdbootstrap,src/scss/free/_buttons.scss,"tint($secondary, 30%)",secondary,False
--bs-card-header-border-bottom-color,any,mdbootstrap,src/scss/free/_card.scss,alias: card-border-color,card-border-color,False
--bs-card-footer-border-top-color,any,mdbootstrap,src/scss/free/_card.scss,alias: card-border-color,card-border-color,False
--bs-card-header-border-color,any,mdbootstrap,src/scss/free/_card.scss,alias: card-header-border-color,card-header-border-color,False
--bs-card-footer-border-color,any,mdbootstrap,src/scss/free/_card.scss,alias: card-footer-border-color,card-footer-border-color,False
--bs--bg-opacity,any,mdbootstrap,src/scss/free/_colors.scss,1,,False
--bs-dropdown-state-color,any,mdbootstrap,src/scss/free/_dropdown.scss,alias: dropdown-state-color,dropdown-state-color,False
--bs-dropdown-state-background-color,any,mdbootstrap,src/scss/free/_dropdown.scss,alias: dropdown-state-background-color,dropdown-state-background-color,False
--bs-dropdown-divider-border-top-bg,any,mdbootstrap,src/scss/free/_dropdown.scss,alias: dropdown-divider-bg,dropdown-divider-bg,False
--bs-image-hover-shadow-transition,any,mdbootstrap,src/scss/free/_images.scss,alias: image-hover-shadow-transition,image-hover-shadow-transition,False
--bs-image-hover-shadow-box-shadow,any,mdbootstrap,src/scss/free/_images.scss,alias: image-hover-shadow-box-shadow,image-hover-shadow-box-shadow,False
--bs-image-hover-shadow-box-shadow-soft,any,mdbootstrap,src/scss/free/_images.scss,alias: image-hover-shadow-box-shadow-soft,image-hover-shadow-box-shadow-soft,False
--bs-list-group-light-active-bg,any,mdbootstrap,src/scss/free/_list-group.scss,alias: list-group-light-active-bg,list-group-light-active-bg,False
--bs-list-group-light-active-color,any,mdbootstrap,src/scss/free/_list-group.scss,alias: list-group-light-active-color,list-group-light-active-color,False
--bs-modal-box-shadow,any,mdbootstrap,src/scss/free/_modal.scss,alias: modal-box-shadow,modal-box-shadow,False
--bs-nav-tabs-link-font-weight,any,mdbootstrap,src/scss/free/_nav.scss,alias: nav-tabs-link-font-weight,nav-tabs-link-font-weight,False
--bs-nav-tabs-link-font-size,any,mdbootstrap,src/scss/free/_nav.scss,alias: nav-tabs-link-font-size,nav-tabs-link-font-size,False
--bs-nav-tabs-link-color,any,mdbootstrap,src/scss/free/_nav.scss,alias: nav-tabs-link-color,nav-tabs-link-color,False
--bs-nav-tabs-link-padding-top,any,mdbootstrap,src/scss/free/_nav.scss,alias: nav-tabs-link-padding-top,nav-tabs-link-padding-top,False
--bs-nav-tabs-link-padding-bottom,any,mdbootstrap,src/scss/free/_nav.scss,alias: nav-tabs-link-padding-bottom,nav-tabs-link-padding-bottom,False
--bs-nav-tabs-link-padding-x,any,mdbootstrap,src/scss/free/_nav.scss,alias: nav-tabs-link-padding-x,nav-tabs-link-padding-x,False
--bs-nav-tabs-link-hover-bgc,any,mdbootstrap,src/scss/free/_nav.scss,alias: nav-tabs-link-hover-bgc,nav-tabs-link-hover-bgc,False
--bs-nav-tabs-link-border-bottom-width,any,mdbootstrap,src/scss/free/_nav.scss,alias: nav-tabs-link-border-bottom-width,nav-tabs-link-border-bottom-width,False
--bs-nav-tabs-link-active-color,any,mdbootstrap,src/scss/free/_nav.scss,alias: nav-tabs-link-active-color,nav-tabs-link-active-color,False
--bs-nav-tabs-link-active-border-color,any,mdbootstrap,src/scss/free/_nav.scss,alias: nav-tabs-link-active-border-color,nav-tabs-link-active-border-color,False
--bs-nav-pills-link-border-radius,any,mdbootstrap,src/scss/free/_nav.scss,alias: nav-pills-link-border-radius,nav-pills-link-border-radius,False
--bs-nav-pills-link-font-size,any,mdbootstrap,src/scss/free/_nav.scss,alias: nav-pills-link-font-size,nav-pills-link-font-size,False
--bs-nav-pills-link-padding-top,any,mdbootstrap,src/scss/free/_nav.scss,alias: nav-pills-link-padding-top,nav-pills-link-padding-top,False
--bs-nav-pills-link-padding-bottom,any,mdbootstrap,src/scss/free/_nav.scss,alias: nav-pills-link-padding-bottom,nav-pills-link-padding-bottom,False
--bs-nav-pills-link-padding-x,any,mdbootstrap,src/scss/free/_nav.scss,alias: nav-pills-link-padding-x,nav-pills-link-padding-x,False
--bs-nav-pills-link-line-height,any,mdbootstrap,src/scss/free/_nav.scss,alias: nav-pills-link-line-height,nav-pills-link-line-height,False
--bs-nav-pills-link-hover-bg,any,mdbootstrap,src/scss/free/_nav.scss,alias: nav-pills-link-hover-bg,nav-pills-link-hover-bg,False
--bs-nav-pills-link-font-weight,any,mdbootstrap,src/scss/free/_nav.scss,alias: nav-pills-link-font-weight,nav-pills-link-font-weight,False
--bs-nav-pills-link-color,any,mdbootstrap,src/scss/free/_nav.scss,alias: nav-pills-link-color,nav-pills-link-color,False
--bs-nav-pills-link-active-bg,any,mdbootstrap,src/scss/free/_nav.scss,alias: nav-pills-link-active-bg,nav-pills-link-active-bg,False
--bs-nav-pills-link-active-color,any,mdbootstrap,src/scss/free/_nav.scss,alias: nav-pills-link-active-color,nav-pills-link-active-color,False
--bs-navbar-box-shadow,any,mdbootstrap,src/scss/free/_navbar.scss,alias: navbar-box-shadow,navbar-box-shadow,False
--bs-navbar-color,any,mdbootstrap,src/scss/free/_navbar.scss,alias: navbar-dark-color,navbar-dark-color,False
--bs-navbar-hover-color,any,mdbootstrap,src/scss/free/_navbar.scss,alias: navbar-dark-hover-color,navbar-dark-hover-color,False
--bs-navbar-disabled-color,any,mdbootstrap,src/scss/free/_navbar.scss,alias: navbar-dark-disabled-color,navbar-dark-disabled-color,False
--bs-navbar-active-color,any,mdbootstrap,src/scss/free/_navbar.scss,alias: navbar-dark-active-color,navbar-dark-active-color,False
--bs-navbar-brand-color,any,mdbootstrap,src/scss/free/_navbar.scss,alias: navbar-dark-brand-color,navbar-dark-brand-color,False
--bs-navbar-brand-hover-color,any,mdbootstrap,src/scss/free/_navbar.scss,alias: navbar-dark-brand-hover-color,navbar-dark-brand-hover-color,False
--bs-navbar-toggler-border-color,any,mdbootstrap,src/scss/free/_navbar.scss,alias: navbar-dark-toggler-border-color,navbar-dark-toggler-border-color,False
--bs-navbar-toggler-icon-bg,any,mdbootstrap,src/scss/free/_navbar.scss,escape-svg($navbar-dark-toggler-icon-bg),navbar-dark-toggler-icon-bg,False
--bs-progress-circular-color,any,mdbootstrap,src/scss/free/_progress.scss,alias: emphasis-color,emphasis-color,False
--bs-range-thumb-value-color,any,mdbootstrap,src/scss/free/_range.scss,alias: range-thumb-value-color,range-thumb-value-color,False
--bs-range-thumb-background,any,mdbootstrap,src/scss/free/_range.scss,alias: range-thumb-background,range-thumb-background,False
--bs-divider-bg,any,mdbootstrap,src/scss/free/_reboot.scss,alias: divider-bg,divider-bg,False
--bs-divider-blurry-bg,any,mdbootstrap,src/scss/free/_reboot.scss,transparent,,False
--bs-divider-blurry-bg-image,any,mdbootstrap,src/scss/free/_reboot.scss,alias: divider-blurry-bg-image,divider-blurry-bg-image,False
--bs-divider-bg,any,mdbootstrap,src/scss/free/_reboot.scss,alias: divider-bg,divider-bg,False
--bs-divider-blurry-vr-bg-image,any,mdbootstrap,src/scss/free/_reboot.scss,alias: divider-blurry-vr-bg-image,divider-blurry-vr-bg-image,False
--bs-link-decoration,any,mdbootstrap,src/scss/free/_reboot.scss,alias: link-decoration,link-decoration,False
--mdb-bg-opacity,light,mdbootstrap,src/scss/free/_root.scss,1,,False
--mdb-text-hover-opacity,light,mdbootstrap,src/scss/free/_root.scss,0.8,,False
--bs-surface-color,light,mdbootstrap,src/scss/free/_root.scss,alias: surface-color,surface-color,False
--bs-surface-color-rgb,light,mdbootstrap,src/scss/free/_root.scss,to-rgb($surface-color),surface-color,False
--bs-surface-bg,light,mdbootstrap,src/scss/free/_root.scss,alias: surface-bg,surface-bg,False
--bs-surface-inverted-color,light,mdbootstrap,src/scss/free/_root.scss,alias: surface-inverted-color,surface-inverted-color,False
--bs-surface-inverted-color-rgb,light,mdbootstrap,src/scss/free/_root.scss,to-rgb($surface-inverted-color),surface-inverted-color,False
--bs-surface-inverted-bg,light,mdbootstrap,src/scss/free/_root.scss,alias: surface-inverted-bg,surface-inverted-bg,False
--bs-divider-color,light,mdbootstrap,src/scss/free/_root.scss,alias: divider-color,divider-color,False
--bs-divider-blurry-color,light,mdbootstrap,src/scss/free/_root.scss,alias: divider-blurry-color,divider-blurry-color,False
--bs-highlight-bg-color,light,mdbootstrap,src/scss/free/_root.scss,alias: highlight-bg-color,highlight-bg-color,False
--bs-scrollbar-rail-bg,light,mdbootstrap,src/scss/free/_root.scss,alias: scrollbar-rail-bg,scrollbar-rail-bg,False
--bs-scrollbar-thumb-bg,light,mdbootstrap,src/scss/free/_root.scss,alias: scrollbar-thumb-bg,scrollbar-thumb-bg,False
--bs-picker-header-bg,light,mdbootstrap,src/scss/free/_root.scss,alias: picker-header-bg,picker-header-bg,False
--bs-timepicker-clock-face-bg,light,mdbootstrap,src/scss/free/_root.scss,alias: timepicker-clock-face-bg,timepicker-clock-face-bg,False
--bs-input-focus-border-color,light,mdbootstrap,src/scss/free/_root.scss,alias: primary,primary,False
--bs-input-focus-label-color,light,mdbootstrap,src/scss/free/_root.scss,alias: primary,primary,False
--bs-form-control-border-color,light,mdbootstrap,src/scss/free/_root.scss,alias: form-control-border-color,form-control-border-color,False
--bs-form-control-label-color,light,mdbootstrap,src/scss/free/_root.scss,alias: form-control-label-color,form-control-label-color,False
--bs-form-control-disabled-bg,light,mdbootstrap,src/scss/free/_root.scss,alias: form-control-disabled-bg,form-control-disabled-bg,False
--bs-box-shadow-color,light,mdbootstrap,src/scss/free/_root.scss,alias: box-shadow-color,box-shadow-color,False
--bs-box-shadow-color-rgb,light,mdbootstrap,src/scss/free/_root.scss,to-rgb($box-shadow-color),box-shadow-color,False
--bs-stepper-mobile-bg,light,mdbootstrap,src/scss/free/_root.scss,alias: stepper-mobile-bg,stepper-mobile-bg,False
--bs-datepicker-cell-in-range-background-color,light,mdbootstrap,src/scss/free/_root.scss,alias: datepicker-cell-in-range-background-color,datepicker-cell-in-range-background-color,False
--bs-surface-color,dark,mdbootstrap,src/scss/free/_root.scss,alias: surface-color-dark,surface-color-dark,False
--bs-surface-color-rgb,dark,mdbootstrap,src/scss/free/_root.scss,to-rgb($surface-color-dark),surface-color-dark,False
--bs-surface-bg,dark,mdbootstrap,src/scss/free/_root.scss,alias: surface-bg-dark,surface-bg-dark,False
--bs-surface-inverted-color,dark,mdbootstrap,src/scss/free/_root.scss,alias: surface-inverted-color-dark,surface-inverted-color-dark,False
--bs-surface-inverted-color-rgb,dark,mdbootstrap,src/scss/free/_root.scss,to-rgb($surface-inverted-color-dark),surface-inverted-color-dark,False
--bs-surface-inverted-bg,dark,mdbootstrap,src/scss/free/_root.scss,alias: surface-inverted-bg-dark,surface-inverted-bg-dark,False
--bs-divider-color,dark,mdbootstrap,src/scss/free/_root.scss,alias: divider-color-dark,divider-color-dark,False
--bs-divider-blurry-color,dark,mdbootstrap,src/scss/free/_root.scss,alias: divider-blurry-color-dark,divider-blurry-color-dark,False
--bs-highlight-bg-color,dark,mdbootstrap,src/scss/free/_root.scss,alias: highlight-bg-color-dark,highlight-bg-color-dark,False
--bs-scrollbar-rail-bg,dark,mdbootstrap,src/scss/free/_root.scss,alias: scrollbar-rail-bg-dark,scrollbar-rail-bg-dark,False
--bs-scrollbar-thumb-bg,dark,mdbootstrap,src/scss/free/_root.scss,alias: scrollbar-thumb-bg-dark,scrollbar-thumb-bg-dark,False
--bs-picker-header-bg,dark,mdbootstrap,src/scss/free/_root.scss,alias: picker-header-bg-dark,picker-header-bg-dark,False
--bs-timepicker-clock-face-bg,dark,mdbootstrap,src/scss/free/_root.scss,alias: timepicker-clock-face-bg-dark,timepicker-clock-face-bg-dark,False
--bs-form-control-border-color,dark,mdbootstrap,src/scss/free/_root.scss,alias: form-control-border-color-dark,form-control-border-color-dark,False
--bs-form-control-label-color,dark,mdbootstrap,src/scss/free/_root.scss,alias: form-control-label-color-dark,form-control-label-color-dark,False
--bs-form-control-disabled-bg,dark,mdbootstrap,src/scss/free/_root.scss,alias: form-control-disabled-bg-dark,form-control-disabled-bg-dark,False
--bs-box-shadow-color,dark,mdbootstrap,src/scss/free/_root.scss,alias: box-shadow-color-dark,box-shadow-color-dark,False
--bs-box-shadow-color-rgb,dark,mdbootstrap,src/scss/free/_root.scss,to-rgb($box-shadow-color-dark),box-shadow-color-dark,False
--bs-stepper-mobile-bg,dark,mdbootstrap,src/scss/free/_root.scss,alias: stepper-mobile-bg-dark,stepper-mobile-bg-dark,False
--bs-datepicker-cell-in-range-background-color,dark,mdbootstrap,src/scss/free/_root.scss,alias: datepicker-cell-in-range-bg-dark,datepicker-cell-in-range-bg-dark,False
--bs-scrollspy-menu-sidebar-color,any,mdbootstrap,src/scss/free/_scrollspy.scss,alias: scrollspy-menu-sidebar-color,scrollspy-menu-sidebar-color,False
--bs-scrollspy-menu-sidebar-active-color,any,mdbootstrap,src/scss/free/_scrollspy.scss,alias: scrollspy-menu-sidebar-active-color,scrollspy-menu-sidebar-active-color,False
--bs-scrollspy-menu-sidebar-active-border-color,any,mdbootstrap,src/scss/free/_scrollspy.scss,alias: scrollspy-menu-sidebar-active-border-color,scrollspy-menu-sidebar-active-border-color,False
--bs-table-divider-color,any,mdbootstrap,src/scss/free/_tables.scss,alias: table-divider-color,table-divider-color,False
--bs-table-accent-bg,any,mdbootstrap,src/scss/free/_tables.scss,transparent,,False
--bs-toast-bg,any,mdbootstrap,src/scss/free/_toasts.scss,alias: toast-background-color,toast-background-color,False
--bs-toast-header-bg,any,mdbootstrap,src/scss/free/_toasts.scss,alias: toast-header-background-color,toast-header-background-color,False
--bs-bg-super-light,any,mdbootstrap,src/scss/free/_utilities.scss,#fbfbfb,,False
--bs-btn-bg,any,mdbootstrap,src/scss/free/mixins/_buttons.scss,alias: background,background,False
--bs-btn-color,any,mdbootstrap,src/scss/free/mixins/_buttons.scss,alias: color,color,False
--bs-btn-box-shadow,any,mdbootstrap,src/scss/free/mixins/_buttons.scss,alias: shadow,shadow,False
--bs-btn-hover-bg,any,mdbootstrap,src/scss/free/mixins/_buttons.scss,alias: hover-background,hover-background,False
--bs-btn-hover-color,any,mdbootstrap,src/scss/free/mixins/_buttons.scss,alias: hover-color,hover-color,False
--bs-btn-focus-bg,any,mdbootstrap,src/scss/free/mixins/_buttons.scss,alias: focus-background,focus-background,False
--bs-btn-focus-color,any,mdbootstrap,src/scss/free/mixins/_buttons.scss,alias: focus-color,focus-color,False
--bs-btn-active-bg,any,mdbootstrap,src/scss/free/mixins/_buttons.scss,alias: active-background,active-background,False
--bs-btn-active-color,any,mdbootstrap,src/scss/free/mixins/_buttons.scss,alias: active-color,active-color,False
--bs-btn-bg,any,mdbootstrap,src/scss/free/mixins/_buttons.scss,transparent,,False
--bs-btn-color,any,mdbootstrap,src/scss/free/mixins/_buttons.scss,alias: color,color,False
--bs-btn-hover-bg,any,mdbootstrap,src/scss/free/mixins/_buttons.scss,alias: hover-background,hover-background,False
--bs-btn-hover-color,any,mdbootstrap,src/scss/free/mixins/_buttons.scss,alias: hover-color,hover-color,False
--bs-btn-focus-bg,any,mdbootstrap,src/scss/free/mixins/_buttons.scss,alias: focus-background,focus-background,False
--bs-btn-focus-color,any,mdbootstrap,src/scss/free/mixins/_buttons.scss,alias: focus-color,focus-color,False
--bs-btn-active-bg,any,mdbootstrap,src/scss/free/mixins/_buttons.scss,alias: active-background,active-background,False
--bs-btn-active-color,any,mdbootstrap,src/scss/free/mixins/_buttons.scss,alias: active-color,active-color,False
